id,y_true,y_pred,absolute_error
1734448978,101.0,97.25250430863413,3.74749569136587
1734448988,180.0,219.35145025161313,39.35145025161313
1734448998,128.0,98.72418096807095,29.275819031929046
1734449008,243.0,249.89768596993005,6.897685969930052
1734449018,222.0,198.06602002302932,23.933979976970676
1734449028,83.0,123.83433596242709,40.83433596242709
1734449038,164.0,187.166789277737,23.166789277736996
1734449048,185.0,158.36452405128574,26.63547594871426
1734449058,49.0,85.80059763704412,36.80059763704412
1734449068,214.0,122.10329364604544,91.89670635395456
1734449078,52.0,61.12866809465132,9.128668094651317
1734449088,90.0,143.05621637777142,53.05621637777142
1734449098,168.0,142.2101684258435,25.789831574156494
1734449108,172.0,148.49368341882766,23.506316581172342
1734449118,220.0,166.55712612406563,53.44287387593437
1734449128,200.0,179.15539665935967,20.844603340640333
1734449138,180.0,219.35145025161313,39.35145025161313
1734449148,178.0,121.99979950821111,56.00020049178889
1734449158,71.0,121.34323817635367,50.343238176353665
1734449168,161.0,187.8754912248215,26.875491224821502
1734449178,109.0,203.86912259612146,94.86912259612146
1734449188,87.0,89.95910251657963,2.959102516579634
1734449198,55.0,42.64913432963907,12.350865670360932
1734449209,233.0,202.40028088712938,30.599719112870616
1734449219,164.0,182.64669448014075,18.646694480140752
1734449229,310.0,254.21618464810828,55.78381535189172
1734449239,78.0,120.66556231181981,42.66556231181981
1734449249,78.0,53.04535107084395,24.95464892915605
1734449259,144.0,155.66997186693214,11.669971866932144
1734449269,72.0,50.85933845927724,21.14066154072276
1734449279,88.0,95.06218626579106,7.0621862657910555
1734449289,51.0,83.06700705458265,32.067007054582646
1734449299,128.0,168.2136323571602,40.21363235716021
1734449309,74.0,131.08564973096998,57.085649730969976
1734449319,232.0,189.19499969251876,42.80500030748124
1734449329,270.0,291.0020987055199,21.002098705519927
1734449339,262.0,179.75166110044952,82.24833889955048
1734449349,71.0,121.34323817635367,50.343238176353665
1734449359,116.0,140.57188922298192,24.571889222981923
1734449369,214.0,122.10329364604544,91.89670635395456
1734449379,242.0,171.26952877957942,70.73047122042058
1734449389,128.0,168.2136323571602,40.21363235716021
1734449399,202.0,142.3109206622482,59.68907933775179
